"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalité"	"Sobriété"	"Proximité"	"Ludique"	"Haut.de.gamme"	"Simplicité"	"Liberté"	"Humanité"	"Technologie"	"Convivialité"	"Complexité"	"Populaire"	"Sérieux"	"International"	"Passion"	"Artisanal"	"Traditionnal"	"Performence"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Sérieux1"	"Note"	"Pourquoi"
"146"	13	23	"F"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	3	1	4	2	5	1	NA
"147"	13	23	"F"	"Etudiant"	3	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3	2	2	3	3	3	3	3	8	NA
"148"	13	23	"F"	"Etudiant"	4	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	2	1	3	3	2	3	4	NA
"149"	13	23	"F"	"Etudiant"	5	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	3	1	4	2	4	3	NA
"150"	13	23	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	2	3	2	4	2	3	4	NA
"151"	13	23	"F"	"Etudiant"	7	7	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	3	2	2	3	4	2	3	4	NA
"152"	13	23	"F"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	2	2	4	2	5	2	NA
"153"	13	23	"F"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	3	2	4	2	5	2	NA
"154"	13	23	"F"	"Etudiant"	10	10	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	3	4	3	3	7	NA
"155"	13	23	"F"	"Etudiant"	11	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	4	2	3	6	NA
"156"	13	23	"F"	"Etudiant"	12	12	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	3	2	3	3	3	4	2	3	7	NA
"157"	14	19	"F"	"Etudiant"	1	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	4	2	3	2	3	3	2	2	4	NA
"158"	14	19	"F"	"Etudiant"	2	2	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	2	2	2	2	3	4	2	3	2	NA
"159"	14	19	"F"	"Etudiant"	3	3	0	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	3	3	3	3	3	3	3	3	10	NA
"160"	14	19	"F"	"Etudiant"	4	4	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	3	3	2	3	3	3	3	3	9	NA
"161"	14	19	"F"	"Etudiant"	5	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	2	4	2	3	1	3	5	NA
"162"	14	19	"F"	"Etudiant"	6	6	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	3	3	2	1	3	3	2	3	4	"manque de dynamisme dans le rythme"
"163"	14	19	"F"	"Etudiant"	7	7	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	2	5	4	5	3	3	1	3	2	NA
"164"	14	19	"F"	"Etudiant"	8	8	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	3	2	1	1	3	4	3	3	1	NA
"165"	14	19	"F"	"Etudiant"	9	9	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	3	5	4	5	3	3	3	3	3	NA
"166"	14	19	"F"	"Etudiant"	10	10	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	4	1	1	2	1	3	4	2	0	NA
"167"	14	19	"F"	"Etudiant"	11	11	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	1	3	3	2	3	2	3	3	3	7	NA
"168"	14	19	"F"	"Etudiant"	12	12	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	3	3	2	2	3	3	2	3	3	NA
"169"	15	20	"F"	"Etudiant"	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	2	2	2	4	3	3	6	"trop lent"
"170"	15	20	"F"	"Etudiant"	2	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	4	4	3	3	2	3	3	2	5	"trop traditionnel"
"171"	15	20	"F"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	3	3	3	3	4	3	3	8	"un peu trop sérieux, trop son grave"
"172"	15	20	"F"	"Etudiant"	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	3	2	3	3	2	4	"trop aigu"
"173"	15	20	"F"	"Etudiant"	5	5	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	2	3	3	3	3	3	3	8	"le piano est peut-être un peu trop classique"
"174"	15	20	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	2	2	1	2	4	2	3	4	"trop lent"
"175"	15	20	"F"	"Etudiant"	7	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	2	2	3	3	3	3	6	"le rythme est un peu trop lent"
"176"	15	20	"F"	"Etudiant"	8	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	4	4	3	3	2	3	4	2	4	"ca fait campagnard, ça ne colle pas à l'image classe"
"177"	15	20	"F"	"Etudiant"	9	9	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	3	3	3	3	3	3	3	3	9	"classe"
"178"	15	20	"F"	"Etudiant"	10	10	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	2	2	3	3	2	4	"trop aigue"
"179"	15	20	"F"	"Etudiant"	11	11	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	3	3	3	3	3	3	8	"le piano ne fait pas assez surprenant, ça ne reflète pas la valeur innovation"
"180"	15	20	"F"	"Etudiant"	12	12	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	2	2	2	2	2	3	3	3	5	"trop lent"
"181"	16	20	"H"	"Etudiant"	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	2	1	4	3	3	4	NA
"182"	16	20	"H"	"Etudiant"	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	2	4	3	3	6	NA
"183"	16	20	"H"	"Etudiant"	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	4	3	3	2	3	1	2	5	NA
"184"	16	20	"H"	"Etudiant"	4	4	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	4	2	2	3	2	2	4	2	3	NA
"185"	16	20	"H"	"Etudiant"	5	5	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	2	3	3	3	3	3	2	3	8	NA
"186"	16	20	"H"	"Etudiant"	6	6	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	2	1	2	1	2	5	2	3	3	NA
"187"	16	20	"H"	"Etudiant"	7	7	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	3	3	3	3	2	3	1	3	7	NA
"188"	16	20	"H"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	5	1	NA
"189"	16	20	"H"	"Etudiant"	9	9	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	2	1	1	2	3	2	3	4	NA
"190"	16	20	"H"	"Etudiant"	10	10	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	3	3	3	3	3	3	2	3	8	NA
"191"	16	20	"H"	"Etudiant"	11	11	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	3	2	2	2	3	3	2	3	7	NA
"192"	16	20	"H"	"Etudiant"	12	12	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	3	3	3	3	3	9	NA
"193"	17	18	"F"	"Etudiant"	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	2	4	3	4	2	3	2	3	6	"pas assez classe"
"194"	17	18	"F"	"Etudiant"	2	2	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	3	3	3	3	3	3	3	3	9	"très en accord avec les valeurs recherchées"
"195"	17	18	"F"	"Etudiant"	3	3	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	2	2	2	5	2	3	6	"trop triste"
"196"	17	18	"F"	"Etudiant"	4	4	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	2	2	2	5	1	4	4	"trop lent, trop triste"
"197"	17	18	"F"	"Etudiant"	5	5	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	2	4	3	2	3	3	3	3	6	"trop lent, un peu agressif"
"198"	17	18	"F"	"Etudiant"	6	6	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	3	4	3	3	3	3	3	3	7	NA
"199"	17	18	"F"	"Etudiant"	7	7	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	2	3	3	2	3	5	3	3	6	"trop lent"
"200"	17	18	"F"	"Etudiant"	8	8	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	3	4	3	2	3	3	3	3	7	NA
"201"	17	18	"F"	"Etudiant"	9	9	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	2	2	2	5	2	3	3	NA
"202"	17	18	"F"	"Etudiant"	10	10	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	3	4	3	2	3	4	3	3	7	"un peu agressif, trop lent"
"203"	17	18	"F"	"Etudiant"	11	11	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	2	1	1	2	1	2	4	2	NA
"204"	17	18	"F"	"Etudiant"	12	12	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	3	3	3	3	3	3	3	3	10	"plus agréable à entendre, correspond tout a fait aux valeurs de l entreprise"
"205"	18	19	"H"	"Etudiant"	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	3	1	1	3	3	2	4	7	"ne restitue pas assez le coté technologie, complexité"
"206"	18	19	"H"	"Etudiant"	2	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	4	3	2	1	4	4	2	2	4	"rythme trop lent, son pas classe du tout"
"207"	18	19	"H"	"Etudiant"	3	3	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	3	3	3	3	2	3	3	2	7	"ne reflète pas assez la technologie et l innovation"
"208"	18	19	"H"	"Etudiant"	4	4	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	2	3	2	3	3	3	3	3	9	NA
"209"	18	19	"H"	"Etudiant"	5	5	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	5	1	1	5	4	1	5	2	"trop classique"
"210"	18	19	"H"	"Etudiant"	6	6	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	3	3	3	3	2	2	3	2	7	NA
"211"	18	19	"H"	"Etudiant"	7	7	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	2	3	3	3	3	3	3	3	9	NA
"212"	18	19	"H"	"Etudiant"	8	8	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	2	2	2	4	4	2	3	6	NA
"213"	18	19	"H"	"Etudiant"	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	5	1	1	1	2	1	2	1	"trop agressif, trop aigu pour une musique de casques"
"214"	18	19	"H"	"Etudiant"	10	10	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	3	2	2	4	4	4	3	7	"trop lent"
"215"	18	19	"H"	"Etudiant"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	1	1	3	4	1	4	3	"beaucoup trop aigu"
"216"	18	19	"H"	"Etudiant"	12	12	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	3	3	3	9	"reflète au mieux la performance"
"217"	19	19	"F"	"Etudiant"	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	2	3	3	3	9	NA
"218"	19	19	"F"	"Etudiant"	2	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	2	1	1	4	2	4	3	NA
"219"	19	19	"F"	"Etudiant"	3	3	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	5	1	5	2	NA
"220"	19	19	"F"	"Etudiant"	4	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	4	3	2	3	2	3	2	3	5	NA
"221"	19	19	"F"	"Etudiant"	5	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	2	2	2	3	3	3	6	NA
"222"	19	19	"F"	"Etudiant"	6	6	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	3	3	3	3	8	NA
"223"	19	19	"F"	"Etudiant"	7	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	3	3	3	3	3	3	9	"ca fait penser à haut de gamme, expert, classe"
"224"	19	19	"F"	"Etudiant"	8	8	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	1	1	2	5	2	3	3	"trop lourd"
"225"	19	19	"F"	"Etudiant"	9	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	4	2	3	2	2	2	"trop aigu"
"226"	19	19	"F"	"Etudiant"	10	10	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	3	2	2	2	3	3	3	3	8	"ca rappelle  le son classe"
"227"	19	19	"F"	"Etudiant"	11	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	3	2	3	2	2	4	"trop aigu"
"228"	19	19	"F"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	2	2	2	3	3	3	5	NA
"229"	20	20	"F"	"Etudiant"	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	2	2	3	2	4	2	4	6	NA
"230"	20	20	"F"	"Etudiant"	2	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	5	2	3	4	2	3	2	4	NA
"231"	20	20	"F"	"Etudiant"	3	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	5	1	2	2	2	4	3	3	NA
"232"	20	20	"F"	"Etudiant"	4	4	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	3	5	3	3	2	4	2	3	8	NA
"233"	20	20	"F"	"Etudiant"	5	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	5	1	1	1	4	1	3	3	NA
"234"	20	20	"F"	"Etudiant"	6	6	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	1	3	2	3	2	5	1	4	2	NA
"235"	20	20	"F"	"Etudiant"	7	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	4	5	2	1	2	2	4	5	2	NA
"236"	20	20	"F"	"Etudiant"	8	8	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	5	1	1	1	5	1	4	1	NA
"237"	20	20	"F"	"Etudiant"	9	9	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	3	2	4	2	4	6	NA
"238"	20	20	"F"	"Etudiant"	10	10	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	4	4	2	3	3	2	5	NA
"239"	20	20	"F"	"Etudiant"	11	11	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	3	3	2	3	3	3	3	3	10	NA
"240"	20	20	"F"	"Etudiant"	12	12	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	3	2	2	3	3	2	3	8	NA
"241"	21	19	"F"	"Etudiant"	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	3	3	2	3	3	4	2	3	8	NA
"242"	21	19	"F"	"Etudiant"	2	2	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	2	4	1	3	1	4	2	2	5	NA
"243"	21	19	"F"	"Etudiant"	3	3	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	2	1	2	2	3	4	3	3	6	"déjà entendu"
"244"	21	19	"F"	"Etudiant"	4	4	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	3	3	2	1	3	4	2	3	7	NA
"245"	21	19	"F"	"Etudiant"	5	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	1	5	2	2	3	NA
"246"	21	19	"F"	"Etudiant"	6	6	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	2	4	2	3	2	3	6	"un peu trop aigu"
"247"	21	19	"F"	"Etudiant"	7	7	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	2	2	2	2	2	4	2	3	6	"trop lent"
"248"	21	19	"F"	"Etudiant"	8	8	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	3	2	3	3	3	4	2	3	8	NA
"249"	21	19	"F"	"Etudiant"	9	9	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	3	3	3	4	4	4	2	"ca fait plus tradition qu'innovation"
"250"	21	19	"F"	"Etudiant"	10	10	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	2	3	2	3	2	3	2	3	7	NA
"251"	21	19	"F"	"Etudiant"	11	11	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	5	1	3	1	"ca fait église"
"252"	21	19	"F"	"Etudiant"	12	12	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	4	4	1	3	1	2	1	3	4	"beaucoup trop aigu"
"253"	22	25	"H"	"Etudiant"	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	3	2	2	3	3	4	3	3	6	"son correct mais un peu plat"
"254"	22	25	"H"	"Etudiant"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	2	2	2	1	4	2	4	3	"austère"
"255"	22	25	"H"	"Etudiant"	3	3	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	4	5	4	3	3	2	3	2	2	"trop aigu, son pas professionnel"
"256"	22	25	"H"	"Etudiant"	4	4	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	3	3	2	2	3	2	3	"trop aigu, mauvaise qualité"
"257"	22	25	"H"	"Etudiant"	5	5	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	2	3	2	3	2	3	2	3	5	"un peu lent"
"258"	22	25	"H"	"Etudiant"	6	6	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	3	3	2	3	2	3	2	3	7	NA
"259"	22	25	"H"	"Etudiant"	7	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	4	3	3	4	2	4	1	3	"un peu criard"
"260"	22	25	"H"	"Etudiant"	8	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	3	3	2	3	2	4	6	"trop simple"
"261"	22	25	"H"	"Etudiant"	9	9	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	3	2	2	2	3	2	3	7	NA
"262"	22	25	"H"	"Etudiant"	10	10	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	4	2	2	2	3	4	"son de mauvaise qualité"
"263"	22	25	"H"	"Etudiant"	11	11	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	3	3	3	3	3	2	3	3	9	"sobre et de bonne qualité"
"264"	22	25	"H"	"Etudiant"	12	12	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	2	2	2	1	3	3	2	3	4	NA
"265"	23	20	"F"	"Etudiant"	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	3	2	1	2	2	4	2	3	5	"musique passe-partout"
"266"	23	20	"F"	"Etudiant"	2	2	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	4	5	2	5	1	3	1	3	1	"trop criard"
"267"	23	20	"F"	"Etudiant"	3	3	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	3	2	2	2	3	3	3	3	7	NA
"268"	23	20	"F"	"Etudiant"	4	4	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	2	1	5	2	2	1	"ça fait guinguette"
"269"	23	20	"F"	"Etudiant"	5	5	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	1	0	3	2	3	2	3	3	3	3	6	NA
"270"	23	20	"F"	"Etudiant"	6	6	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	4	5	5	5	1	1	3	4	1	"trop criard"
"271"	23	20	"F"	"Etudiant"	7	7	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	3	2	1	3	1	4	3	2	3	NA
"272"	23	20	"F"	"Etudiant"	8	8	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	3	2	3	3	3	3	3	3	8	NA
"273"	23	20	"F"	"Etudiant"	9	9	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	2	1	1	1	5	3	2	3	NA
"274"	23	20	"F"	"Etudiant"	10	10	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	3	2	3	1	3	3	3	3	6	"dommage que cela soit trop mou"
"275"	23	20	"F"	"Etudiant"	11	11	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	3	3	4	2	4	3	3	3	NA
"276"	23	20	"F"	"Etudiant"	12	12	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	4	3	3	3	2	3	2	3	5	NA
"277"	24	22	"H"	"Etudiant"	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	4	3	3	4	5	4	3	6	"pas technologique"
"278"	24	22	"H"	"Etudiant"	2	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	5	1	1	2	5	2	5	1	"trop triste"
"279"	24	22	"H"	"Etudiant"	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	4	1	2	2	5	2	4	2	NA
"280"	24	22	"H"	"Etudiant"	4	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	1	2	3	4	2	4	2	NA
"281"	24	22	"H"	"Etudiant"	5	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	3	4	1	3	4	NA
"282"	24	22	"H"	"Etudiant"	6	6	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	2	4	2	3	4	"trop rapide"
"283"	24	22	"H"	"Etudiant"	7	7	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	4	1	2	2	4	2	4	1	"accordéon ne va pas avec l'image de marque"
"284"	24	22	"H"	"Etudiant"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	2	3	3	4	2	4	2	NA
"285"	24	22	"H"	"Etudiant"	9	9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	2	2	1	2	3	4	2	4	1	"trop lent"
"286"	24	22	"H"	"Etudiant"	10	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	4	1	2	2	3	2	3	0	"trop aigu"
"287"	24	22	"H"	"Etudiant"	11	11	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	2	3	3	3	4	2	3	5	NA
"288"	24	22	"H"	"Etudiant"	12	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	2	3	2	4	2	3	3	NA
"289"	25	27	"F"	"Employé"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	2	3	2	4	3	3	5	NA
"290"	25	27	"F"	"Employé"	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	3	3	3	3	10	NA
"291"	25	27	"F"	"Employé"	3	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	4	4	2	3	3	3	5	NA
"292"	25	27	"F"	"Employé"	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	5	1	5	1	1	1	NA
"293"	25	27	"F"	"Employé"	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	3	2	2	3	NA
"294"	25	27	"F"	"Employé"	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	3	3	3	2	2	5	NA
"295"	25	27	"F"	"Employé"	7	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	1	1	2	NA
"296"	25	27	"F"	"Employé"	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	2	3	3	3	3	3	7	NA
"297"	25	27	"F"	"Employé"	9	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	5	5	5	5	5	1	NA
"298"	25	27	"F"	"Employé"	10	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	1	NA
"299"	25	27	"F"	"Employé"	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	2	2	2	2	2	2	NA
"300"	25	27	"F"	"Employé"	12	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	NA
"301"	26	28	"H"	"Employé"	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	3	2	3	3	4	2	4	3	NA
"302"	26	28	"H"	"Employé"	2	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	5	1	4	1	5	2	2	0	NA
"303"	26	28	"H"	"Employé"	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	1	4	2	5	2	NA
"304"	26	28	"H"	"Employé"	4	4	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	2	3	3	2	3	3	2	3	6	NA
